question,context,answer,retrieve_time_sec,generate_time_sec
 - At  regular  intervals, each  lender  provides  reports  listing  the  loans  that  it  has made.Loans that have already been purchased by FCO will be indicated on these reports.
 - Each loan in the Loan Arranger repository represents an investment to then be bundled and sold with other loans.
 - The Loan Arranger system may be used by up to four loan analysts simultaneously.


[1]
[SECTION]: Why Software Engineering? > 1.14 Term Project
[CONTENT]: We can summarize this information by saying that the Loan Arranger system allows a loan analyst to access information about mortgages (home loans, described here simply as 'loans') purchased by FCO from multiple lending institutions with the intention of repackaging the loans to sell to other investors. The loans purchased by FCO for investment and resale are collectively known as the loan portfolio. The Loan Arranger system tracks these portfolio loans in its repository of loan information. The loan analyst may add, view, update, or delete loan information about lenders and the set of loans in the portfolio. Additionally, the system allows the loan analyst to create 'bundles' of loans for sale to investors. A user of Loan Arranger is a loan analyst who tracks the mortgages purchased by FCO.
In later chapters, we will explore the system's requirements in more depth. For now, if you need to brush up on your understanding of principal and interest, you can review your old math books or look at http://www.interest.com/hugh/calc/formula.html.


[2]
[SECTION]: Modeling the Process and Life Cycle > 2.11 Key References > TABLE 2.3 ( continued )
[CONTENT]: Lending institution: A synonym for lender. See lender .
Loan: Aloan is a set of information that describes a home loan and the borrower-identifying information associated with the loan.The following information is associated with each loan: loan amount, interest rate, interest rate type (adjustable or f fixed), settlement date (the date the borrower originally borrowed the money from the lender), term (expressed as number of years), borrower, lender, loan type (jumbo or regular), and property (identif fied by the address of the property).A loan must have exactly one associated lender and exactly one associated borrower. In addition, each loan is identif fied with a loan risk and a loan status.
Loan analyst: The loan analyst is a professional employee of FCO who is trained in using the Loan Arranger system to manage and bundle loans. Loan analysts are familiar with the terminology of loans and lending, but they may not have all the relevant information at hand with which to evaluate a single loan or collection of loans.
Loan risk: Each loan is associated with a level of risk, indicated by an integer from 1 to 100. 1 represents the lowest-risk loan; that is, it is unlikely that the borrower will be late or default on this loan. 100 represents the highest risk; that is, it is almost certain that the borrower will default on this loan.
Loan status: A loan can have one of three status designations: good, late, or default.A loan is in good status if the borrower has made all payments up to the current time.A loan is in late status if the borrower's last payment was made but not by the payment due date.A loan is in default status if the borrower's last payment was not received within 10 days of the due date.
Loan type: A loan is either a jumbo mortgage, where the property is valued in excess of $275,000, or a regular mortgage, where the property value is $275,000 or less.
Portfolio: The collection of loans purchased by FCO and available for inclusion in a bundle.The repository maintained by the Loan Arranger contains information about all of the loans in the portfolio.
 - decision points


[3]
[SECTION]: Capturing the Requirements > 4.17 Term Project > High-Level Description of Functionality
[CONTENT]: 
 - The Loan Arranger system will receive monthly reports from each lender of new loans issued by that lender.The loans in the report recently purchased by FCO for its investment portfolio will be marked in the report. The Loan Arranger system will use the report information to update its repository of available loans.
 - The Loan Arranger system will receive monthly reports from each lender providing updates about the status of loans issued by that lender.The updated information will include: the current interest rate for an adjustable rate mortgage, and the status of the borrower with respect to the loan (good, late, or default). For loans in the  FCO  portfolio, the  Loan Arranger  will  update  the  data  in  the  repository. Loans not in the FCO portfolio will also be examined in order to determine if a borrower's standing should be updated. FCO will provide each lender with the format for the reports, so that all reports will share a common format.
 - The loan analyst can change individual data records as described in Data Operations.
 - All new data must be validated before they are added to the repository (according to the rules described in Data Constraints).
 - The loan analyst can use the Loan Arranger to identify bundles of loans to sell to particular investors.


[4]
[SECTION]: Modeling the Process and Life Cycle > 2.10 Term Project
[CONTENT]: It is early in the development process of the Loan Arranger system for FCO. You do not yet have a comprehensive set of requirements for the system. All you have is an overview of system functionality, and a sense of how the system will be used to support FCO's business. Many of the terms used in the overview are unfamiliar to you, so you have  asked  the  customer  representatives  to  prepare  a  glossary. They  give  you  the description in Table 2.3.
This information clarifies some concepts for you, but you are still far from having a good set of requirements. Nevertheless, you can make some preliminary decisions about how the development should proceed. Review the processes presented in this chapter  and  determine  which  ones  might  be  appropriate  for  developing  the  Loan Arranger. For  each  process, make  a  list  of  its  advantages  and  disadvantages  with respect to the Loan Arranger.


[5]
[SECTION]: Designing the Modules > 6.14 Term Project
[CONTENT]: Review your requirements for the Loan Arranger system. How would they change were they to be implemented as OO requirements? How would these changes make the  system  easier  to  fix  or  change?  Next, review  the  characteristics  of  OO  systems. Would  any  of  these  characteristics  be  beneficial  for  the  Loan  Arranger?  Finally, develop an OO design for the Loan Arranger.Will it be easy to test the resulting implementation? To change? Why?
","The valid functional requirements are those that describe what the system should do or the functions it must support.

- a) Describes a functional requirement: the ability for the loan analyst to modify a generated bundle.
- b) Describes a functional requirement: keeping records for each bank and allowing the loan analyst to edit certain fields.
- c) Describes a formula for computing interest, which is more of a domain knowledge or a non-functional detail rather than a functional requirement.

Therefore, the valid functional requirements are a and b only.

The correct answer is:  
d. a and b only",2.075,2.987
"The following questions are in reference to a hypothetical “Loan Arranger” system. The Loan Arranger is meant to assist a “consolidating organization”, a specific type of business in the financial domain.
Bank customers often borrow money from banks; they promise to repay the loan plus interest over a certain period of time. Each of these loans is an ultimately lucrative proposition for the bank, but usually a long period of time is required for the bank to collect its earnings. Also, there is always the chance that a borrower will be unable to repay the loan. Consolidating organizations make money by buying loans from banks and reselling them to investors. Loan analysts, employed by the consolidating organization, work with investors to select a set of loans that meet their requirements in terms of time, risk, and initial purchase price.
The Loan Arranger application has two main types of functionality. First, it tracks all of the loans that are owned by the consolidating organization. (The entire set of loans owned by the organization is known as its “portfolio”.) In order to track loans correctly, the Loan Arranger must interface with the banks to find out about new loans that should be added to the portfolio, or updates to loans that are already in the portfolio. Secondly, the Loan Arranger allows a loan analyst to select a subset of loans from the portfolio that match an investor's desired investment characteristics (these subsets of loans are referred to as “bundles”). The loan analyst can either select the bundle manually, or ask the system to select an optimal bundle given the investor's constraints. The Loan Arranger then updates the portfolio when the bundle is purchased by the investor. There are numerous constraints on how this functionality is to be achieved; most mportantly, the Loan Arranger must be usable by more than one analyst at a time.
As a first step in developing the Loan Arranger, the development team meets with a representative from the consolidating organization to formulate a set of requirements.

8. Which of the following can be considered examples of valid nonfunctional requirements?
a. “If updates are made to any displayed information, the information is refreshed within five seconds.”
b. “The application must ensure that users are limited to authorized loan analysts.”
c. “The application must be available for use by a loan analyst during 97% of the business day.”
d. a and b only
e. a and c only
f. b and c only
g. a, b, and c","
[0]
[SECTION]: Capturing the Requirements > 4.17 Term Project > Preconditions and Assumptions
[CONTENT]: 
 - The Loan Arranger system assumes that there already exist lenders, borrowers, and loans from which to choose, and that investors exist who are interested in buying bundles of loans.
 - The Loan Arranger system contains a repository of information about loans from a variety of lenders.This repository may be empty.
 - At  regular  intervals, each  lender  provides  reports  listing  the  loans  that  it  has made.Loans that have already been purchased by FCO will be indicated on these reports.
 - Each loan in the Loan Arranger repository represents an investment to then be bundled and sold with other loans.
 - The Loan Arranger system may be used by up to four loan analysts simultaneously.


[1]
[SECTION]: Why Software Engineering? > 1.14 Term Project
[CONTENT]: We can summarize this information by saying that the Loan Arranger system allows a loan analyst to access information about mortgages (home loans, described here simply as 'loans') purchased by FCO from multiple lending institutions with the intention of repackaging the loans to sell to other investors. The loans purchased by FCO for investment and resale are collectively known as the loan portfolio. The Loan Arranger system tracks these portfolio loans in its repository of loan information. The loan analyst may add, view, update, or delete loan information about lenders and the set of loans in the portfolio. Additionally, the system allows the loan analyst to create 'bundles' of loans for sale to investors. A user of Loan Arranger is a loan analyst who tracks the mortgages purchased by FCO.
In later chapters, we will explore the system's requirements in more depth. For now, if you need to brush up on your understanding of principal and interest, you can review your old math books or look at http://www.interest.com/hugh/calc/formula.html.


[2]
[SECTION]: Modeling the Process and Life Cycle > 2.11 Key References > TABLE 2.3 ( continued )
[CONTENT]: Lending institution: A synonym for lender. See lender .
Loan: Aloan is a set of information that describes a home loan and the borrower-identifying information associated with the loan.The following information is associated with each loan: loan amount, interest rate, interest rate type (adjustable or f fixed), settlement date (the date the borrower originally borrowed the money from the lender), term (expressed as number of years), borrower, lender, loan type (jumbo or regular), and property (identif fied by the address of the property).A loan must have exactly one associated lender and exactly one associated borrower. In addition, each loan is identif fied with a loan risk and a loan status.
Loan analyst: The loan analyst is a professional employee of FCO who is trained in using the Loan Arranger system to manage and bundle loans. Loan analysts are familiar with the terminology of loans and lending, but they may not have all the relevant information at hand with which to evaluate a single loan or collection of loans.
Loan risk: Each loan is associated with a level of risk, indicated by an integer from 1 to 100. 1 represents the lowest-risk loan; that is, it is unlikely that the borrower will be late or default on this loan. 100 represents the highest risk; that is, it is almost certain that the borrower will default on this loan.
Loan status: A loan can have one of three status designations: good, late, or default.A loan is in good status if the borrower has made all payments up to the current time.A loan is in late status if the borrower's last payment was made but not by the payment due date.A loan is in default status if the borrower's last payment was not received within 10 days of the due date.
Loan type: A loan is either a jumbo mortgage, where the property is valued in excess of $275,000, or a regular mortgage, where the property value is $275,000 or less.
Portfolio: The collection of loans purchased by FCO and available for inclusion in a bundle.The repository maintained by the Loan Arranger contains information about all of the loans in the portfolio.
 - decision points


[3]
[SECTION]: Capturing the Requirements > 4.17 Term Project > High-Level Description of Functionality
[CONTENT]: 
 - The Loan Arranger system will receive monthly reports from each lender of new loans issued by that lender.The loans in the report recently purchased by FCO for its investment portfolio will be marked in the report. The Loan Arranger system will use the report information to update its repository of available loans.
 - The Loan Arranger system will receive monthly reports from each lender providing updates about the status of loans issued by that lender.The updated information will include: the current interest rate for an adjustable rate mortgage, and the status of the borrower with respect to the loan (good, late, or default). For loans in the  FCO  portfolio, the  Loan Arranger  will  update  the  data  in  the  repository. Loans not in the FCO portfolio will also be examined in order to determine if a borrower's standing should be updated. FCO will provide each lender with the format for the reports, so that all reports will share a common format.
 - The loan analyst can change individual data records as described in Data Operations.
 - All new data must be validated before they are added to the repository (according to the rules described in Data Constraints).
 - The loan analyst can use the Loan Arranger to identify bundles of loans to sell to particular investors.


[4]
[SECTION]: Modeling the Process and Life Cycle > 2.10 Term Project
[CONTENT]: It is early in the development process of the Loan Arranger system for FCO. You do not yet have a comprehensive set of requirements for the system. All you have is an overview of system functionality, and a sense of how the system will be used to support FCO's business. Many of the terms used in the overview are unfamiliar to you, so you have  asked  the  customer  representatives  to  prepare  a  glossary. They  give  you  the description in Table 2.3.
This information clarifies some concepts for you, but you are still far from having a good set of requirements. Nevertheless, you can make some preliminary decisions about how the development should proceed. Review the processes presented in this chapter  and  determine  which  ones  might  be  appropriate  for  developing  the  Loan Arranger. For  each  process, make  a  list  of  its  advantages  and  disadvantages  with respect to the Loan Arranger.


[5]
[SECTION]: Testing the Programs > 8.14 Term Project
[CONTENT]: The Loan Arranger requires a great deal of testing. Because the system is important to the economic health of the FCO, the customer wants the software delivered as soon as possible. Devise a test strategy that tests the Loan Arranger but uses a minimum of resources. Justify your strategy, and explain how you will know when to stop testing and turn over the system to the customer.
","The valid nonfunctional requirements among the options are:

a. “If updates are made to any displayed information, the information is refreshed within five seconds.” (Performance requirement)

b. “The application must ensure that users are limited to authorized loan analysts.” (Security requirement)

c. “The application must be available for use by a loan analyst during 97% of the business day.” (Availability requirement)

All three are examples of nonfunctional requirements because they specify how the system performs or behaves rather than what the system does (functional requirements).

Therefore, the correct answer is:

g. a, b, and c",1.295,2.89
"The following questions are in reference to a hypothetical “Loan Arranger” system. The Loan Arranger is meant to assist a “consolidating organization”, a specific type of business in the financial domain.
Bank customers often borrow money from banks; they promise to repay the loan plus interest over a certain period of time. Each of these loans is an ultimately lucrative proposition for the bank, but usually a long period of time is required for the bank to collect its earnings. Also, there is always the chance that a borrower will be unable to repay the loan. Consolidating organizations make money by buying loans from banks and reselling them to investors. Loan analysts, employed by the consolidating organization, work with investors to select a set of loans that meet their requirements in terms of time, risk, and initial purchase price.
The Loan Arranger application has two main types of functionality. First, it tracks all of the loans that are owned by the consolidating organization. (The entire set of loans owned by the organization is known as its “portfolio”.) In order to track loans correctly, the Loan Arranger must interface with the banks to find out about new loans that should be added to the portfolio, or updates to loans that are already in the portfolio. Secondly, the Loan Arranger allows a loan analyst to select a subset of loans from the portfolio that match an investor's desired investment characteristics (these subsets of loans are referred to as “bundles”). The loan analyst can either select the bundle manually, or ask the system to select an optimal bundle given the investor's constraints. The Loan Arranger then updates the portfolio when the bundle is purchased by the investor. There are numerous constraints on how this functionality is to be achieved; most mportantly, the Loan Arranger must be usable by more than one analyst at a time.
As a first step in developing the Loan Arranger, the development team meets with a representative from the consolidating organization to formulate a set of requirements.

In questions 9 through 12, review the given excerpt from the requirements and decide whether it is an adequate requirement or not. If the excerpt is adequate, mark choice 'e'. If it should be rewritten, mark all the reasons that apply.
9. ”A borrower can be in one of three states: 'good', 'late', or 'default'. A borrower is considered to be in 'good' standing if all loans to that borrower are in good standing. A borrower is considered to be in 'default' standing if any of the loans to that borrower have default standing. A borrower is said to be in 'late' standing if any of the loans to that borrower have late standing.”
a. This requirement should be rewritten; it is incorrect.
b. This requirement should be rewritten; it is ambiguous or inconsistent.
c. This requirement should be rewritten; it is unrealistic.
d. This requirement should be rewritten; it is unverifiable.
e. This requirement is fine.","
[0]
[SECTION]: Capturing the Requirements > 4.17 Term Project > Preconditions and Assumptions
[CONTENT]: 
 - The Loan Arranger system assumes that there already exist lenders, borrowers, and loans from which to choose, and that investors exist who are interested in buying bundles of loans.
 - The Loan Arranger system contains a repository of information about loans from a variety of lenders.This repository may be empty.
 - At  regular  intervals, each  lender  provides  reports  listing  the  loans  that  it  has made.Loans that have already been purchased by FCO will be indicated on these reports.
 - Each loan in the Loan Arranger repository represents an investment to then be bundled and sold with other loans.
 - The Loan Arranger system may be used by up to four loan analysts simultaneously.


[1]
[SECTION]: Why Software Engineering? > 1.14 Term Project
[CONTENT]: We can summarize this information by saying that the Loan Arranger system allows a loan analyst to access information about mortgages (home loans, described here simply as 'loans') purchased by FCO from multiple lending institutions with the intention of repackaging the loans to sell to other investors. The loans purchased by FCO for investment and resale are collectively known as the loan portfolio. The Loan Arranger system tracks these portfolio loans in its repository of loan information. The loan analyst may add, view, update, or delete loan information about lenders and the set of loans in the portfolio. Additionally, the system allows the loan analyst to create 'bundles' of loans for sale to investors. A user of Loan Arranger is a loan analyst who tracks the mortgages purchased by FCO.
In later chapters, we will explore the system's requirements in more depth. For now, if you need to brush up on your understanding of principal and interest, you can review your old math books or look at http://www.interest.com/hugh/calc/formula.html.


[2]
[SECTION]: Modeling the Process and Life Cycle > 2.11 Key References > TABLE 2.3 ( continued )
[CONTENT]: Lending institution: A synonym for lender. See lender .
Loan: Aloan is a set of information that describes a home loan and the borrower-identifying information associated with the loan.The following information is associated with each loan: loan amount, interest rate, interest rate type (adjustable or f fixed), settlement date (the date the borrower originally borrowed the money from the lender), term (expressed as number of years), borrower, lender, loan type (jumbo or regular), and property (identif fied by the address of the property).A loan must have exactly one associated lender and exactly one associated borrower. In addition, each loan is identif fied with a loan risk and a loan status.
Loan analyst: The loan analyst is a professional employee of FCO who is trained in using the Loan Arranger system to manage and bundle loans. Loan analysts are familiar with the terminology of loans and lending, but they may not have all the relevant information at hand with which to evaluate a single loan or collection of loans.
Loan risk: Each loan is associated with a level of risk, indicated by an integer from 1 to 100. 1 represents the lowest-risk loan; that is, it is unlikely that the borrower will be late or default on this loan. 100 represents the highest risk; that is, it is almost certain that the borrower will default on this loan.
Loan status: A loan can have one of three status designations: good, late, or default.A loan is in good status if the borrower has made all payments up to the current time.A loan is in late status if the borrower's last payment was made but not by the payment due date.A loan is in default status if the borrower's last payment was not received within 10 days of the due date.
Loan type: A loan is either a jumbo mortgage, where the property is valued in excess of $275,000, or a regular mortgage, where the property value is $275,000 or less.
Portfolio: The collection of loans purchased by FCO and available for inclusion in a bundle.The repository maintained by the Loan Arranger contains information about all of the loans in the portfolio.
 - decision points


[3]
[SECTION]: Capturing the Requirements > 4.17 Term Project > High-Level Description of Functionality
[CONTENT]: 
 - The Loan Arranger system will receive monthly reports from each lender of new loans issued by that lender.The loans in the report recently purchased by FCO for its investment portfolio will be marked in the report. The Loan Arranger system will use the report information to update its repository of available loans.
 - The Loan Arranger system will receive monthly reports from each lender providing updates about the status of loans issued by that lender.The updated information will include: the current interest rate for an adjustable rate mortgage, and the status of the borrower with respect to the loan (good, late, or default). For loans in the  FCO  portfolio, the  Loan Arranger  will  update  the  data  in  the  repository. Loans not in the FCO portfolio will also be examined in order to determine if a borrower's standing should be updated. FCO will provide each lender with the format for the reports, so that all reports will share a common format.
 - The loan analyst can change individual data records as described in Data Operations.
 - All new data must be validated before they are added to the repository (according to the rules described in Data Constraints).
 - The loan analyst can use the Loan Arranger to identify bundles of loans to sell to particular investors.


[4]
[SECTION]: Modeling the Process and Life Cycle > 2.10 Term Project
[CONTENT]: It is early in the development process of the Loan Arranger system for FCO. You do not yet have a comprehensive set of requirements for the system. All you have is an overview of system functionality, and a sense of how the system will be used to support FCO's business. Many of the terms used in the overview are unfamiliar to you, so you have  asked  the  customer  representatives  to  prepare  a  glossary. They  give  you  the description in Table 2.3.
This information clarifies some concepts for you, but you are still far from having a good set of requirements. Nevertheless, you can make some preliminary decisions about how the development should proceed. Review the processes presented in this chapter  and  determine  which  ones  might  be  appropriate  for  developing  the  Loan Arranger. For  each  process, make  a  list  of  its  advantages  and  disadvantages  with respect to the Loan Arranger.


[5]
[SECTION]: Designing the Modules > 6.14 Term Project
[CONTENT]: Review your requirements for the Loan Arranger system. How would they change were they to be implemented as OO requirements? How would these changes make the  system  easier  to  fix  or  change?  Next, review  the  characteristics  of  OO  systems. Would  any  of  these  characteristics  be  beneficial  for  the  Loan  Arranger?  Finally, develop an OO design for the Loan Arranger.Will it be easy to test the resulting implementation? To change? Why?
","The correct choice is:

a. This requirement should be rewritten; it is incorrect.

Explanation: According to the context, the loan status can be ""good,"" ""late,"" or ""default"" for each loan, but the requirement excerpt incorrectly defines the borrower's state based on all loans. The borrower's state logic as described is inconsistent because it does not clearly handle cases where loans have mixed statuses (e.g., some loans good, some late, some default). The requirement should be clarified and corrected to accurately reflect how borrower status is determined from individual loan statuses.",1.338,2.255
"The following questions are in reference to a hypothetical “Loan Arranger” system. The Loan Arranger is meant to assist a “consolidating organization”, a specific type of business in the financial domain.
Bank customers often borrow money from banks; they promise to repay the loan plus interest over a certain period of time. Each of these loans is an ultimately lucrative proposition for the bank, but usually a long period of time is required for the bank to collect its earnings. Also, there is always the chance that a borrower will be unable to repay the loan. Consolidating organizations make money by buying loans from banks and reselling them to investors. Loan analysts, employed by the consolidating organization, work with investors to select a set of loans that meet their requirements in terms of time, risk, and initial purchase price.
The Loan Arranger application has two main types of functionality. First, it tracks all of the loans that are owned by the consolidating organization. (The entire set of loans owned by the organization is known as its “portfolio”.) In order to track loans correctly, the Loan Arranger must interface with the banks to find out about new loans that should be added to the portfolio, or updates to loans that are already in the portfolio. Secondly, the Loan Arranger allows a loan analyst to select a subset of loans from the portfolio that match an investor's desired investment characteristics (these subsets of loans are referred to as “bundles”). The loan analyst can either select the bundle manually, or ask the system to select an optimal bundle given the investor's constraints. The Loan Arranger then updates the portfolio when the bundle is purchased by the investor. There are numerous constraints on how this functionality is to be achieved; most mportantly, the Loan Arranger must be usable by more than one analyst at a time.
As a first step in developing the Loan Arranger, the development team meets with a representative from the consolidating organization to formulate a set of requirements.

In questions 9 through 12, review the given excerpt from the requirements and decide whether it is an adequate requirement or not. If the excerpt is adequate, mark choice 'e'. If it should be rewritten, mark all the reasons that apply.
10. “The format of the reports is at the discretion of the individual banks. The Loan Arranger must be easily extensible, so that it can handle new file formats as necessary.”
a. This requirement should be rewritten; it is incorrect.
b. This requirement should be rewritten; it is ambiguous or inconsistent.
c. This requirement should be rewritten; it is unrealistic.
d. This requirement should be rewritten; it is unverifiable.
e. This requirement is fine.","
[0]
[SECTION]: Capturing the Requirements > 4.17 Term Project > Preconditions and Assumptions
[CONTENT]: 
 - The Loan Arranger system assumes that there already exist lenders, borrowers, and loans from which to choose, and that investors exist who are interested in buying bundles of loans.
 - The Loan Arranger system contains a repository of information about loans from a variety of lenders.This repository may be empty.
 - At  regular  intervals, each  lender  provides  reports  listing  the  loans  that  it  has made.Loans that have already been purchased by FCO will be indicated on these reports.
 - Each loan in the Loan Arranger repository represents an investment to then be bundled and sold with other loans.
 - The Loan Arranger system may be used by up to four loan analysts simultaneously.


[1]
[SECTION]: Why Software Engineering? > 1.14 Term Project
[CONTENT]: We can summarize this information by saying that the Loan Arranger system allows a loan analyst to access information about mortgages (home loans, described here simply as 'loans') purchased by FCO from multiple lending institutions with the intention of repackaging the loans to sell to other investors. The loans purchased by FCO for investment and resale are collectively known as the loan portfolio. The Loan Arranger system tracks these portfolio loans in its repository of loan information. The loan analyst may add, view, update, or delete loan information about lenders and the set of loans in the portfolio. Additionally, the system allows the loan analyst to create 'bundles' of loans for sale to investors. A user of Loan Arranger is a loan analyst who tracks the mortgages purchased by FCO.
In later chapters, we will explore the system's requirements in more depth. For now, if you need to brush up on your understanding of principal and interest, you can review your old math books or look at http://www.interest.com/hugh/calc/formula.html.


[2]
[SECTION]: Modeling the Process and Life Cycle > 2.11 Key References > TABLE 2.3 ( continued )
[CONTENT]: Lending institution: A synonym for lender. See lender .
Loan: Aloan is a set of information that describes a home loan and the borrower-identifying information associated with the loan.The following information is associated with each loan: loan amount, interest rate, interest rate type (adjustable or f fixed), settlement date (the date the borrower originally borrowed the money from the lender), term (expressed as number of years), borrower, lender, loan type (jumbo or regular), and property (identif fied by the address of the property).A loan must have exactly one associated lender and exactly one associated borrower. In addition, each loan is identif fied with a loan risk and a loan status.
Loan analyst: The loan analyst is a professional employee of FCO who is trained in using the Loan Arranger system to manage and bundle loans. Loan analysts are familiar with the terminology of loans and lending, but they may not have all the relevant information at hand with which to evaluate a single loan or collection of loans.
Loan risk: Each loan is associated with a level of risk, indicated by an integer from 1 to 100. 1 represents the lowest-risk loan; that is, it is unlikely that the borrower will be late or default on this loan. 100 represents the highest risk; that is, it is almost certain that the borrower will default on this loan.
Loan status: A loan can have one of three status designations: good, late, or default.A loan is in good status if the borrower has made all payments up to the current time.A loan is in late status if the borrower's last payment was made but not by the payment due date.A loan is in default status if the borrower's last payment was not received within 10 days of the due date.
Loan type: A loan is either a jumbo mortgage, where the property is valued in excess of $275,000, or a regular mortgage, where the property value is $275,000 or less.
Portfolio: The collection of loans purchased by FCO and available for inclusion in a bundle.The repository maintained by the Loan Arranger contains information about all of the loans in the portfolio.
 - decision points


[3]
[SECTION]: Capturing the Requirements > 4.17 Term Project > High-Level Description of Functionality
[CONTENT]: 
 - The Loan Arranger system will receive monthly reports from each lender of new loans issued by that lender.The loans in the report recently purchased by FCO for its investment portfolio will be marked in the report. The Loan Arranger system will use the report information to update its repository of available loans.
 - The Loan Arranger system will receive monthly reports from each lender providing updates about the status of loans issued by that lender.The updated information will include: the current interest rate for an adjustable rate mortgage, and the status of the borrower with respect to the loan (good, late, or default). For loans in the  FCO  portfolio, the  Loan Arranger  will  update  the  data  in  the  repository. Loans not in the FCO portfolio will also be examined in order to determine if a borrower's standing should be updated. FCO will provide each lender with the format for the reports, so that all reports will share a common format.
 - The loan analyst can change individual data records as described in Data Operations.
 - All new data must be validated before they are added to the repository (according to the rules described in Data Constraints).
 - The loan analyst can use the Loan Arranger to identify bundles of loans to sell to particular investors.


[4]
[SECTION]: Modeling the Process and Life Cycle > 2.10 Term Project
[CONTENT]: It is early in the development process of the Loan Arranger system for FCO. You do not yet have a comprehensive set of requirements for the system. All you have is an overview of system functionality, and a sense of how the system will be used to support FCO's business. Many of the terms used in the overview are unfamiliar to you, so you have  asked  the  customer  representatives  to  prepare  a  glossary. They  give  you  the description in Table 2.3.
This information clarifies some concepts for you, but you are still far from having a good set of requirements. Nevertheless, you can make some preliminary decisions about how the development should proceed. Review the processes presented in this chapter  and  determine  which  ones  might  be  appropriate  for  developing  the  Loan Arranger. For  each  process, make  a  list  of  its  advantages  and  disadvantages  with respect to the Loan Arranger.


[5]
[SECTION]: Designing the Modules > 6.14 Term Project
[CONTENT]: Review your requirements for the Loan Arranger system. How would they change were they to be implemented as OO requirements? How would these changes make the  system  easier  to  fix  or  change?  Next, review  the  characteristics  of  OO  systems. Would  any  of  these  characteristics  be  beneficial  for  the  Loan  Arranger?  Finally, develop an OO design for the Loan Arranger.Will it be easy to test the resulting implementation? To change? Why?
","The correct answer is:

a. This requirement should be rewritten; it is incorrect.

Reason: According to the context in [3], ""FCO will provide each lender with the format for the reports, so that all reports will share a common format."" Therefore, the statement that ""The format of the reports is at the discretion of the individual banks"" is incorrect.",1.244,2.728
